ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,surge_multiplier,final_fare,ride_completed,wait_time_mins,customer_segment,real_temperature,real_humidity,real_aqi,monsoon_factor,festival_impact_score,real_traffic_index,is_peak_hour,is_weekend,is_late_night,weather_severity,city_encoded,segment_encoded,weather_encoded,revenue_per_request,churn_risk,ola_surge,price_difference_pct,switching_probability,market_share_risk
IND_0056,Bangalore,7,2,Hot,Regular,4.6,28.96,1.1,31.86,True,12,Budget,21.898235337042927,85.3122332513908,329.9460760278857,1.5,1.0,0.5079758363670897,False,False,False,2,0,0,3,31.86,0,1.15,-4.3,0.4,0.12
IND_0060,Pune,5,6,Humid,Regular,8.2,24.36,1.1,26.8,True,12,Regular,17.79955903718197,86.39729697475022,131.85982245157152,1.5,1.0,0.37255262667331646,False,True,False,2,3,2,4,26.8,0,1.04,5.3,0.3,0.09
IND_0063,Pune,15,5,Light_Rain,Regular,13.0,22.53,1.32,29.74,True,7,Budget,24.226295433162164,88.55566333528385,162.05620267237666,1.5,1.0,0.3334185074250761,False,False,False,4,3,0,5,29.74,0,1.25,5.3,0.48,0.144
IND_0065,Chennai,8,2,Clear,Regular,6.4,10.03,1.5,15.04,True,15,Budget,30.605321294954308,73.10196903463819,184.13714398510788,1.0,1.0,0.9238451228981803,True,False,False,1,1,0,0,15.04,0,1.42,5.3,0.48,0.144
IND_0067,Chennai,0,6,Humid,Holi,8.3,24.56,3.5,85.96,False,23,Regular,27.847789664094257,71.58027163985136,139.31716450408072,1.0,1.8,0.527975463759786,False,True,True,2,1,2,4,0.0,1,2.8,25.0,0.5,0.15
IND_0071,Chennai,18,5,Clear,Regular,24.1,9.69,1.2,11.63,True,10,Budget,27.80054961324438,68.99511420308713,139.18502525105143,1.0,1.0,0.8965160885805067,True,False,False,1,1,0,0,11.63,0,1.14,5.3,0.48,0.144
IND_0074,Chennai,4,1,Clear,Holi,20.2,18.12,1.8,32.62,True,12,Budget,29.263810769111984,63.0931728050613,120.38202437230184,1.0,1.8,0.4213086452601391,False,False,False,1,1,0,0,32.62,0,1.62,11.1,0.6,0.18
IND_0075,Chennai,16,5,Hot,Regular,3.9,8.68,1.1,9.55,True,10,Budget,28.705807148907084,67.44085114489108,251.2305052499272,1.0,1.0,0.4632306127239438,False,False,False,2,1,0,3,9.55,0,1.15,-4.3,0.4,0.12
IND_0077,Bangalore,15,5,Dusty,Regular,23.1,13.63,1.1,14.99,True,9,Budget,23.372664874059257,89.34105161514698,272.09293667144465,1.5,1.0,0.5792473758767408,False,False,False,3,0,0,1,14.99,0,1.04,5.3,0.48,0.144
IND_0079,Mumbai,14,1,Heavy_Rain,Eid,9.4,44.11,2.97,131.01,True,24,Budget,21.05105638333012,80.86549353809573,224.28785472815582,1.5,1.7,0.6380993306808692,False,False,False,5,2,0,2,131.01,0,2.61,13.6,0.6,0.18
IND_0081,Chennai,14,6,Hot,Diwali,2.7,18.71,2.3400000000000003,43.78,True,13,Budget,29.17448714504909,62.5368523749592,171.2664687539435,1.0,2.0,0.5648681086316164,False,True,False,2,1,0,3,43.78,0,2.06,13.6,0.6,0.18
IND_0084,Pune,10,7,Humid,Eid,20.9,14.37,2.16,31.04,True,14,Regular,18.374122183596487,83.24005849191029,175.28288905865188,1.5,1.7,0.6221541327763132,False,True,False,2,3,2,4,31.04,0,1.73,25.0,0.5,0.15
IND_0085,Bangalore,14,5,Hot,Eid,9.6,25.26,2.5740000000000003,65.02,True,14,Budget,19.8226869626201,89.80471954726907,233.86557200217078,1.5,1.7,0.5640012458600384,False,False,False,2,0,0,3,65.02,0,2.27,13.6,0.6,0.18
IND_0086,Pune,7,7,Hot,Diwali,9.3,17.99,1.98,35.62,True,14,Regular,18.04015996054147,92.50222584120364,217.95348124034496,1.5,2.0,0.33735334519198557,False,True,False,2,3,2,3,35.62,0,1.85,7.0,0.3,0.09
IND_0087,Bangalore,15,1,Light_Rain,Regular,24.2,16.64,1.2,19.97,True,9,Regular,22.494561353802037,95.78196702885712,303.80823019347173,1.5,1.0,0.617218829949304,False,False,False,4,0,2,5,19.97,0,1.14,5.3,0.3,0.09
IND_0092,Bangalore,5,2,Clear,Regular,22.0,22.39,1.0,22.39,True,10,Budget,19.553255601377863,94.42586271095401,305.78633141986,1.5,1.0,0.6599704297777047,False,False,False,1,0,0,0,22.39,0,0.95,5.3,0.48,0.144
IND_0093,Chennai,14,3,Dusty,Diwali,22.7,15.91,1.8,28.64,True,9,Budget,28.90824747761031,71.67343166256515,181.01301514463762,1.0,2.0,0.4480999353468267,False,False,False,3,1,0,1,28.64,0,1.62,11.1,0.6,0.18
IND_0094,Chennai,20,4,Dusty,Eid,12.5,13.14,2.7,35.48,True,15,Budget,30.64599687495112,73.05719009792195,201.2810205951946,1.0,1.7,0.84563168985445,True,False,False,3,1,0,1,35.48,0,2.16,25.0,0.8,0.24
IND_0095,Chennai,22,3,Clear,Regular,17.1,12.67,2.5,31.68,True,17,Premium,27.380563590284197,69.19094634322235,116.70753434746362,1.0,1.0,0.5893938281924989,False,False,True,1,1,1,0,31.68,0,2.0,25.0,0.2,0.06
IND_0097,Bangalore,20,1,Dusty,Regular,2.9,25.77,1.2,30.92,True,14,Budget,16.94543226825887,87.8843834596293,329.10343820734613,1.5,1.0,1.0,True,False,False,3,0,0,1,30.92,0,1.14,5.3,0.48,0.144
IND_0098,Chennai,10,6,Hot,Holi,6.6,21.37,2.16,46.16,True,17,Regular,29.497306010162447,69.48460747534848,216.31545767585746,1.0,1.8,0.8510073450809941,False,True,False,2,1,2,3,46.16,0,1.9,13.6,0.375,0.11249999999999999
IND_0099,Chennai,15,7,Heavy_Rain,Regular,22.0,21.67,1.65,35.76,True,14,Premium,29.970252922882928,65.52132419593477,130.18881934981908,1.0,1.0,0.5724816555928202,False,True,False,5,1,1,2,35.76,0,1.63,1.0,0.1,0.03
IND_0100,Pune,17,3,Clear,Regular,11.1,14.02,1.0,14.02,True,10,Regular,20.359581252691427,74.80913064841543,120.61440915492047,1.5,1.0,0.3985283265423861,False,False,False,1,3,2,0,14.02,0,0.95,5.3,0.3,0.09
IND_0101,Pune,20,3,Clear,Regular,7.4,9.48,2.0,18.96,True,16,Regular,21.080121729267567,91.18536549516256,218.87824256608127,1.5,1.0,0.7161598561693403,True,False,False,1,3,2,0,18.96,0,1.7,17.6,0.375,0.11249999999999999
IND_0103,Bangalore,12,4,Heavy_Rain,Regular,23.8,23.93,1.65,39.48,True,18,Premium,20.945450010197348,86.65959830874127,243.10612973908917,1.5,1.0,0.5556578967718313,False,False,False,5,0,1,2,39.48,0,1.45,13.6,0.15,0.045
IND_0106,Mumbai,1,7,Heavy_Rain,Holi,24.7,38.61,3.5,135.13,False,26,Budget,21.248854298100326,89.05548343080173,322.50804197787164,1.5,1.8,0.7291132405254702,False,True,True,5,2,0,2,0.0,1,3.08,13.6,0.6,0.18
IND_0109,Pune,16,1,Dusty,Diwali,13.0,23.78,1.8,42.8,True,10,Regular,16.852708135516444,85.31060322232292,152.05421293817008,1.5,2.0,0.3645342313845333,False,False,False,3,3,2,1,42.8,0,1.53,17.6,0.375,0.11249999999999999
IND_0110,Chennai,14,6,Clear,Diwali,25.0,22.4,1.98,44.35,True,13,Premium,27.811441627905985,64.19925013445845,201.80464431010532,1.0,2.0,0.412195866833614,False,True,False,1,1,1,0,44.35,0,1.78,11.1,0.15,0.045
IND_0113,Pune,13,6,Clear,Eid,11.8,21.64,1.8,38.95,False,14,Budget,21.53205253873261,88.0495026976568,126.64511600886058,1.5,1.7,0.45045542810344125,False,True,False,1,3,0,0,0.0,0,1.53,17.6,0.6,0.18
IND_0117,Mumbai,19,6,Dusty,Eid,2.7,23.2,2.7,62.64,False,17,Budget,21.73883140815345,97.35368867045071,300.2115821177859,1.5,1.7,1.0,True,True,False,3,2,0,1,0.0,1,2.16,25.0,0.8,0.24
IND_0118,Pune,2,2,Dusty,Regular,24.4,10.74,1.0,10.74,True,9,Budget,23.161672841212454,79.96575864131417,190.08460963470938,1.5,1.0,0.3383233457327444,False,False,False,3,3,0,1,10.74,0,0.95,5.3,0.48,0.144
IND_0119,Chennai,23,3,Humid,Regular,4.0,8.89,1.5,13.34,True,7,Budget,32.087578671932945,63.343558731235156,168.17549014828876,1.0,1.0,0.4172740822205513,False,False,True,2,1,0,4,13.34,0,1.42,5.3,0.48,0.144
IND_0122,Chennai,9,3,Clear,Diwali,13.4,15.32,1.8,27.58,True,16,Regular,33.47397547696411,65.71872022715668,138.3259802399982,1.0,2.0,0.682809707497174,True,False,False,1,1,2,0,27.58,0,1.62,11.1,0.375,0.11249999999999999
IND_0124,Pune,9,1,Hot,Diwali,24.2,12.27,2.7,33.13,True,19,Budget,20.67477238435191,86.5685827394971,174.01601752521233,1.5,2.0,0.5496989833251402,True,False,False,2,3,0,3,33.13,0,2.38,13.6,0.6,0.18
IND_0127,Bangalore,7,1,Light_Rain,Eid,6.5,22.05,2.16,47.63,False,16,Budget,22.123750006906427,95.8850711548071,267.67983006168737,1.5,1.7,0.48359721626314084,False,False,False,4,0,0,5,0.0,1,1.73,25.0,0.8,0.24
IND_0129,Chennai,18,1,Heavy_Rain,Regular,3.7,15.85,1.7999999999999998,28.53,False,22,Budget,27.81099767268525,64.83447152879148,150.9588877839454,1.0,1.0,0.6993793582948442,True,False,False,5,1,0,2,0.0,0,1.78,1.0,0.4,0.12
IND_0132,Bangalore,1,2,Dusty,Regular,24.8,20.48,2.5,51.2,False,14,Budget,21.046193676287963,88.26735031542086,243.96907421989926,1.5,1.0,0.7086230552248413,False,False,True,3,0,0,1,0.0,1,2.0,25.0,0.8,0.24
IND_0134,Bangalore,10,1,Humid,Regular,5.3,17.0,1.5,25.5,True,10,Regular,21.439566354203606,82.12498841394437,287.56508377043446,1.5,1.0,1.0,False,False,False,2,0,2,4,25.5,0,1.42,5.3,0.3,0.09
IND_0138,Pune,4,2,Light_Rain,Regular,17.9,20.87,1.2,25.04,True,6,Budget,20.450274015520097,84.14809243505414,121.23141838265146,1.5,1.0,0.3382789784953333,False,False,False,4,3,0,5,25.04,0,1.14,5.3,0.48,0.144
IND_0146,Mumbai,7,4,Dusty,Regular,16.3,16.88,1.1,18.57,True,6,Regular,26.519831134578812,85.32152465946226,303.7221558029889,1.5,1.0,0.7699783824962407,False,False,False,3,2,2,1,18.57,0,1.04,5.3,0.3,0.09
IND_0152,Chennai,1,7,Dusty,Holi,8.6,22.66,2.7,61.18,True,14,Budget,26.739042596698766,65.41292790171731,179.70704150801475,1.0,1.8,0.48340846296644,False,True,True,3,1,0,1,61.18,0,2.16,25.0,0.8,0.24
IND_0153,Pune,23,4,Hot,Eid,24.4,18.43,3.5,64.5,False,21,Budget,22.334294892824687,81.31163672907996,212.6086255808927,1.5,1.7,0.37385500356373574,False,False,True,2,3,0,3,0.0,1,3.08,13.6,0.6,0.18
IND_0154,Pune,2,4,Humid,Regular,6.2,14.58,1.0,14.58,True,10,Budget,19.9050998440767,92.67789198827201,122.57458060887103,1.5,1.0,0.4304938722579172,False,False,False,2,3,0,4,14.58,0,0.95,5.3,0.48,0.144
IND_0155,Pune,5,6,Hot,Eid,12.3,22.81,1.8,41.06,True,12,Regular,21.056811265633776,78.45909264210326,127.22984803864043,1.5,1.7,0.35312865593428816,False,True,False,2,3,2,3,41.06,0,1.68,7.0,0.3,0.09
IND_0156,Mumbai,2,6,Dusty,Regular,10.4,39.03,1.0,39.03,True,6,Regular,22.05344678969073,80.50057632234373,248.42166009696066,1.5,1.0,0.7191120640370001,False,True,False,3,2,2,1,39.03,0,0.95,5.3,0.3,0.09
IND_0159,Bangalore,15,5,Hot,Regular,4.7,25.5,1.4300000000000002,36.47,True,12,Regular,22.573888714063855,93.68222507362114,257.4360491385648,1.5,1.0,0.5187100381332371,False,False,False,2,0,2,3,36.47,0,1.49,-4.3,0.25,0.075
IND_0163,Bangalore,19,1,Clear,Eid,11.2,24.34,2.7,65.72,True,20,Regular,16.2166948641946,93.95745270679737,347.98499695841264,1.5,1.7,1.0,True,False,False,1,0,2,0,65.72,0,2.16,25.0,0.5,0.15
IND_0165,Bangalore,4,4,Humid,Regular,3.3,12.48,1.0,12.48,True,6,Premium,18.62134739564219,89.82915114792137,247.96186596835446,1.5,1.0,0.6079531547740449,False,False,False,2,0,1,4,12.48,0,0.95,5.3,0.12,0.036
IND_0166,Chennai,2,3,Light_Rain,Regular,24.0,12.67,1.2,15.2,True,7,Regular,33.052468495723765,75.96098777138938,215.0375290632217,1.0,1.0,0.42916019896376323,False,False,False,4,1,2,5,15.2,0,1.14,5.3,0.3,0.09
IND_0167,Bangalore,5,6,Humid,Regular,22.7,16.75,1.0,16.75,True,5,Budget,24.692559745319784,85.11090558460539,305.90075465062097,1.5,1.0,0.5901366328212013,False,True,False,2,0,0,4,16.75,0,0.95,5.3,0.48,0.144
IND_0168,Chennai,20,2,Humid,Regular,16.2,8.51,2.0,17.02,False,16,Budget,28.85003956453135,74.80327082852558,118.7030543578781,1.0,1.0,0.764591627138595,True,False,False,2,1,0,4,0.0,1,1.8,11.1,0.6,0.18
IND_0169,Pune,9,4,Clear,Regular,3.4,17.35,1.2,20.82,True,11,Budget,21.65567647545515,84.61437061286249,142.8521217885722,1.5,1.0,0.5354489480068151,True,False,False,1,3,0,0,20.82,0,1.14,5.3,0.48,0.144
IND_0171,Bangalore,3,1,Heavy_Rain,Regular,21.9,18.36,1.5,27.54,True,19,Regular,19.954113681619692,89.90380219238546,286.2470208488911,1.5,1.0,0.5854849479916076,False,False,False,5,0,2,2,27.54,0,1.57,-4.3,0.25,0.075
IND_0174,Chennai,23,3,Hot,Eid,3.0,8.87,3.5,31.04,False,19,Budget,30.084923683703035,80.2752796588743,153.9615766062471,1.0,1.7,0.5371522198885177,False,False,True,2,1,0,3,0.0,1,3.08,13.6,0.6,0.18
IND_0175,Chennai,19,6,Humid,Diwali,5.0,9.64,2.7,26.03,True,17,Premium,30.491345258271664,64.31698962367922,174.1001637003724,1.0,2.0,0.9616357167435357,True,True,False,2,1,1,4,26.03,0,2.16,25.0,0.2,0.06
IND_0177,Bangalore,10,5,Heavy_Rain,Holi,11.0,22.33,3.24,72.35,True,23,Regular,20.349265460711763,91.50266227589917,264.9117072981774,1.5,1.8,1.0,False,False,False,5,0,2,2,72.35,0,2.85,13.6,0.375,0.11249999999999999
IND_0179,Mumbai,19,4,Heavy_Rain,Regular,20.0,38.28,3.0,114.84,False,20,Budget,24.345034732855005,74.94359866376801,360.45776546072324,1.5,1.0,1.0,True,False,False,5,2,0,2,0.0,1,2.64,13.6,0.6,0.18
IND_0180,Pune,4,7,Dusty,Holi,2.7,27.02,1.8,48.64,True,12,Budget,21.32207722818903,95.52639668701825,125.52058082279666,1.5,1.8,0.32728192296163994,False,True,False,3,3,0,1,48.64,0,1.53,17.6,0.6,0.18
IND_0183,Chennai,19,4,Light_Rain,Holi,8.4,13.07,3.24,42.35,True,22,Regular,29.55860291726818,62.98308541266718,154.10510304168426,1.0,1.8,0.8084373943332576,True,False,False,4,1,2,5,42.35,0,2.59,25.0,0.5,0.15
IND_0185,Pune,11,7,Light_Rain,Eid,3.0,27.15,2.16,58.64,True,13,Budget,17.966767830506452,92.15447055382208,122.46547125026567,1.5,1.7,0.328786140437987,False,True,False,4,3,0,5,58.64,0,1.73,25.0,0.8,0.24
IND_0189,Mumbai,5,4,Light_Rain,Diwali,24.9,26.91,2.3760000000000003,63.94,True,16,Premium,24.306196034696004,87.4751256180401,229.12405464042934,1.5,2.0,0.5979873457734196,False,False,False,4,2,1,5,63.94,0,1.9,25.0,0.2,0.06
IND_0190,Mumbai,0,3,Humid,Regular,4.5,44.49,2.0,88.98,True,14,Regular,25.593302948154037,79.59663761539097,263.9556474612569,1.5,1.0,0.6031753581260536,False,False,True,2,2,2,4,88.98,0,1.8,11.1,0.375,0.11249999999999999
IND_0191,Bangalore,16,4,Heavy_Rain,Holi,20.6,16.61,2.97,49.33,True,24,Budget,19.50150063723079,88.55898242821554,309.32777109657206,1.5,1.8,0.49088151750210796,False,False,False,5,0,0,2,49.33,0,2.61,13.6,0.6,0.18
IND_0192,Chennai,18,6,Light_Rain,Holi,16.1,18.86,3.24,61.11,True,20,Budget,29.62100891872435,68.37215991595882,179.18062835249825,1.0,1.8,0.829778359433086,True,True,False,4,1,0,5,61.11,0,2.59,25.0,0.8,0.24
IND_0193,Bangalore,4,4,Heavy_Rain,Holi,2.2,17.67,2.97,52.48,True,26,Budget,20.406428193541057,92.80327403685855,292.53396413783884,1.5,1.8,0.5914067049203737,False,False,False,5,0,0,2,52.48,0,2.61,13.6,0.6,0.18
IND_0194,Mumbai,8,6,Heavy_Rain,Regular,7.4,35.03,1.7999999999999998,63.05,True,18,Regular,23.42514203535848,88.54651356708298,268.70902026529853,1.5,1.0,1.0,True,True,False,5,2,2,2,63.05,0,1.78,1.0,0.25,0.075
IND_0195,Chennai,22,1,Dusty,Eid,10.5,11.75,2.7,31.73,True,15,Premium,31.61754690670726,78.5851600328283,147.17737124459978,1.0,1.7,0.5183460908453357,False,False,True,3,1,1,1,31.73,0,2.16,25.0,0.2,0.06
IND_0201,Pune,11,4,Hot,Regular,23.1,16.17,1.0,16.17,True,10,Regular,19.539097727108114,86.33306522981422,123.48726445578107,1.5,1.0,0.4771629696867436,False,False,False,2,3,2,3,16.17,0,1.04,-4.3,0.25,0.075
IND_0203,Pune,17,4,Light_Rain,Holi,12.6,11.95,2.16,25.81,True,15,Budget,19.057509223840395,80.75092386242524,150.23568461166045,1.5,1.8,0.3427358102498914,False,False,False,4,3,0,5,25.81,0,1.73,25.0,0.8,0.24
IND_0204,Pune,19,7,Clear,Holi,6.7,10.92,2.16,23.59,True,17,Premium,20.434044272808308,94.83569604304535,122.67100487804579,1.5,1.8,0.5599950055562645,True,True,False,1,3,1,0,23.59,0,1.73,25.0,0.2,0.06
IND_0205,Mumbai,12,4,Light_Rain,Regular,7.0,40.91,1.2,49.09,True,14,Budget,21.003296417899453,87.2596898260126,217.63351600442974,1.5,1.0,0.8374330602432815,False,False,False,4,2,0,5,49.09,0,1.14,5.3,0.48,0.144
IND_0207,Chennai,1,5,Humid,Regular,23.0,18.64,2.0,37.28,True,9,Budget,27.97037878072056,77.92066070025072,169.2848170877419,1.0,1.0,0.47468813225973727,False,False,True,2,1,0,4,37.28,0,1.8,11.1,0.6,0.18
IND_0208,Pune,16,3,Dusty,Regular,11.4,14.7,1.0,14.7,True,9,Regular,19.537430214554192,87.82823673394789,171.27040621889316,1.5,1.0,0.3816913779396949,False,False,False,3,3,2,1,14.7,0,0.95,5.3,0.3,0.09
IND_0209,Chennai,22,2,Hot,Diwali,14.9,24.45,3.5,85.58,True,18,Budget,29.017553125031537,75.41978252210605,156.8323821906708,1.0,2.0,0.5924184835258995,False,False,True,2,1,0,3,85.58,0,3.08,13.6,0.6,0.18
IND_0213,Chennai,12,4,Humid,Regular,10.3,12.45,1.1,13.7,True,12,Regular,30.52960405322719,78.3390769436972,120.83517319080275,1.0,1.0,0.5817592445746638,False,False,False,2,1,2,4,13.7,0,1.04,5.3,0.3,0.09
IND_0215,Pune,9,2,Light_Rain,Eid,7.3,19.83,2.16,42.83,True,17,Regular,22.16342054016104,83.67300869715237,200.7215684234255,1.5,1.7,0.6164078868652839,True,False,False,4,3,2,5,42.83,0,1.73,25.0,0.5,0.15
IND_0216,Chennai,15,6,Dusty,Regular,13.3,10.86,1.0,10.86,True,11,Budget,27.824898032196185,60.6282845513529,218.9229627911472,1.0,1.0,0.4896580924840243,False,True,False,3,1,0,1,10.86,0,0.95,5.3,0.48,0.144
IND_0217,Mumbai,16,1,Clear,Regular,17.4,37.93,1.1,41.72,True,10,Budget,26.997207654454996,82.98479506125804,287.1095631129634,1.5,1.0,0.6906419285724129,False,False,False,1,2,0,0,41.72,0,1.04,5.3,0.48,0.144
IND_0218,Bangalore,0,2,Humid,Regular,10.6,22.36,2.5,55.9,True,18,Regular,20.089058215362886,85.42195075471582,320.46121138437235,1.5,1.0,0.6888626009022687,False,False,True,2,0,2,4,55.9,0,2.0,25.0,0.5,0.15
IND_0219,Mumbai,0,5,Humid,Regular,2.3,30.88,2.0,61.76,True,11,Regular,27.637093747267325,87.37334909256532,259.5470369764693,1.5,1.0,0.7031039112673187,False,False,True,2,2,2,4,61.76,0,1.8,11.1,0.375,0.11249999999999999
IND_0220,Pune,5,1,Clear,Regular,5.4,12.65,1.0,12.65,True,7,Budget,19.766120686749545,95.86196542735492,104.71745547535349,1.5,1.0,0.4458936399034823,False,False,False,1,3,0,0,12.65,0,0.95,5.3,0.48,0.144
